Source,Target,ROR,CI_LOWER,CI_UPPER,N_EXPOSED,PCT_SERIOUS,Weight,Type,severity
DAPAGLIFLOZIN,FUROSEMIDE,2.280105686186268,2.006019129237123,2.5916412582546284,1121,70.20517395182873,2.280105686186268,Undirected,mild
CHOLECALCIFEROL,FOLIC ACID,2.118139810603916,1.8660655353196085,2.4042651087796703,1113,68.64330637915543,2.118139810603916,Undirected,mild
FUROSEMIDE,LT4,2.7911247357182676,2.438550258795296,3.1946757144907103,1103,74.2520398912058,2.7911247357182676,Undirected,mild
ASPIRIN,CHOLECALCIFEROL,2.0963433098956714,1.8441019307941715,2.3830869647491553,1083,68.42105263157895,2.0963433098956714,Undirected,mild
BISOPROLOL,PANTOPRAZOLE,2.438221234077333,2.135650659853222,2.783658815582775,1077,71.58774373259052,2.438221234077333,Undirected,mild
ACETAMINOPHEN,LORAZEPAM,3.2436555001447447,2.812151551642606,3.7413705521929135,1066,77.01688555347091,3.2436555001447447,Undirected,moderate
ACETAMINOPHEN,ALLOPURINOL,2.910947709319677,2.5296942916213996,3.3496603105201053,1042,75.04798464491363,2.910947709319677,Undirected,mild
ACETAMINOPHEN,OXYCODONE,3.157591738060575,2.735517541430074,3.6447894898367506,1040,76.53846153846153,3.157591738060575,Undirected,moderate
ALBUTEROL SULFATE,OXYGEN,3.055800570633367,2.6489400476610765,3.5251523097807644,1031,75.94568380213384,3.055800570633367,Undirected,moderate
ACETAMINOPHEN,LT4,2.082921341524409,1.8267400233694933,2.375029429187848,1031,68.28322017458778,2.082921341524409,Undirected,mild
MEROPENEM,VANCOMYCIN,4.314901764138079,3.680300731487565,5.058928221508796,1015,81.67487684729065,4.314901764138079,Undirected,moderate
ONDANSETRON,PANTOPRAZOLE,2.429263888899188,2.116978040037305,2.787616560163096,997,71.51454363089267,2.429263888899188,Undirected,mild
ACETAMINOPHEN,BISOPROLOL,2.405486065495255,2.0968627110189,2.7595336503838883,997,71.31394182547643,2.405486065495255,Undirected,mild
AVASTIN,TECENTRIQ,2.1309614181918466,1.8635558448999057,2.43673758328724,996,68.77510040160642,2.1309614181918466,Undirected,mild
ASPIRIN,POTASSIUM CHLORIDE,2.216550738264171,1.9348491897066036,2.5392662133240744,984,69.61382113821138,2.216550738264171,Undirected,mild
CARVEDILOL,FUROSEMIDE,2.2035862843938263,1.923299424063994,2.5247199952403365,980,69.48979591836735,2.2035862843938263,Undirected,mild
ASPIRIN,ELIQUIS,2.2664782048153778,1.974742363497883,2.601313238555357,966,70.08281573498965,2.2664782048153778,Undirected,mild
LORAZEPAM,OLANZAPINE,3.646487644461219,3.1223072921286428,4.258668637366296,963,79.0238836967809,3.646487644461219,Undirected,moderate
FUROSEMIDE,OXYGEN,3.045172482287085,2.6268217723293423,3.53015021596062,962,75.88357588357589,3.045172482287085,Undirected,moderate
CHOLECALCIFEROL,PANTOPRAZOLE,2.3310503947324386,2.02822953413145,2.67908333417952,958,70.66805845511482,2.3310503947324386,Undirected,mild
OLANZAPINE,QUETIAPINE,2.672710753609312,2.311220340083995,3.0907407003000205,933,73.41907824222936,2.672710753609312,Undirected,mild
ACETAMINOPHEN,RAMIPRIL,2.210353070942051,1.9210836197809464,2.5431796137952847,923,69.5557963163597,2.210353070942051,Undirected,mild
ELIQUIS,GABAPENTIN,2.3000160109276773,1.9966290207627015,2.6495025342779424,922,70.39045553145337,2.3000160109276773,Undirected,mild
FOLIC ACID,FUROSEMIDE,2.4693236228460167,2.138700138471946,2.851058474565747,920,71.84782608695653,2.4693236228460167,Undirected,mild
ACETAMINOPHEN,FAMOTIDINE,2.0091492535830113,1.7501101960406698,2.3065294587195044,920,67.5,2.0091492535830113,Undirected,mild
ASPIRIN,OXYGEN,2.945912302517437,2.534720681940026,3.4238089253610817,914,75.27352297592998,2.945912302517437,Undirected,mild
ACETAMINOPHEN,PANTOPRAZOLE SODIUM,2.191480321341037,1.9033761406295957,2.523193338567554,911,69.37431394072448,2.191480321341037,Undirected,mild
ALLOPURINOL,OMEPRAZOLE,2.073441948960522,1.8018071244515597,2.386027592724611,899,68.18687430478309,2.073441948960522,Undirected,mild
PANTOPRAZOLE,RAMIPRIL,2.8301195210957233,2.4332484557992196,3.291721601465592,887,74.52085682074409,2.8301195210957233,Undirected,mild
ALLOPURINOL,PANTOPRAZOLE,2.11224209206251,1.8326117680880896,2.43454000087276,885,68.58757062146893,2.11224209206251,Undirected,mild
LEFLUNOMIDE,RITUXIMAB,4.18066580342477,3.531051113526456,4.949791435465814,883,81.2004530011325,4.18066580342477,Undirected,moderate
ELIQUIS,PREDNISONE,2.4599008524875843,2.1230408871789668,2.850209923234065,875,71.77142857142857,2.4599008524875843,Undirected,mild
APIXABAN,FUROSEMIDE,2.066471171040717,1.792475957039022,2.3823488867301044,875,68.11428571428571,2.066471171040717,Undirected,mild
FUROSEMIDE,ROSUVASTATIN,2.287360012558089,1.977383340108154,2.6459289511175776,868,70.27649769585254,2.287360012558089,Undirected,mild
AZITHROMYCIN,PREDNISONE,2.1638918297101633,1.872511062019852,2.500614253053078,861,69.10569105691057,2.1638918297101633,Undirected,mild
FENTANYL,METHAMPHETAMINE,4.779240432568513,3.9952978020742105,5.71700540080877,855,83.15789473684211,4.779240432568513,Undirected,moderate
ACETAMINOPHEN,POTASSIUM CHLORIDE,2.9862544856673985,2.554757652338126,3.49063084124912,854,75.52693208430912,2.9862544856673985,Undirected,mild
ACETAMINOPHEN,MORPHINE,2.8713219321796632,2.459973762131044,3.3514542980628614,853,74.79484173505276,2.8713219321796632,Undirected,mild
ASPIRIN,PREGABALIN,2.1942376897851945,1.8967482886846956,2.53838586173847,853,69.4021101992966,2.1942376897851945,Undirected,mild
ELIQUIS,OMEPRAZOLE,2.2904701559032596,1.977300427705524,2.6532404795822044,852,70.30516431924883,2.2904701559032596,Undirected,mild
OXYGEN,VITAMIN D3,2.8937473258420403,2.477768690711828,3.3795622719779757,850,74.94117647058823,2.8937473258420403,Undirected,mild
ALLOPURINOL,PREDNISONE,2.110576907393259,1.8243486741829844,2.4417124560997703,840,68.57142857142857,2.110576907393259,Undirected,mild
ACYCLOVIR,ALLOPURINOL,2.4085090395515967,2.072685931848088,2.798743265666608,834,71.34292565947243,2.4085090395515967,Undirected,mild
HYDROCORTISONE,PREDNISONE,2.0062443246400266,1.734956864837363,2.319951793457197,830,67.46987951807229,2.0062443246400266,Undirected,mild
ACETAMINOPHEN,ELIQUIS,2.435161612640931,2.092781549207708,2.833555218376702,823,71.5674362089915,2.435161612640931,Undirected,mild
ACETAMINOPHEN,POLYETHYLENE GLYCOL,3.9368494212837417,3.3149600634889356,4.675405757241596,821,80.26796589524969,3.9368494212837417,Undirected,moderate
ELIQUIS,POTASSIUM CHLORIDE,3.170506637511296,2.6926434891586495,3.7331761070397382,804,76.61691542288557,3.170506637511296,Undirected,moderate
ACETAMINOPHEN,ZOPICLONE,2.063064126784215,1.7783098799829256,2.393415028017942,802,68.07980049875312,2.063064126784215,Undirected,mild
ELIQUIS,PANTOPRAZOLE,2.2478208166724167,1.932668775763276,2.6143633545641407,801,69.91260923845194,2.2478208166724167,Undirected,mild
SULFAMETHOXAZOLE / TRIMETHOPRIM,TACROLIMUS,2.700759367791256,2.3076262301855692,3.16086767748591,800,73.625,2.700759367791256,Undirected,mild
ERELZI,METHOTREXATE,3.464710154325561,2.9285649481040825,4.0990098106781065,797,78.16813048933501,3.464710154325561,Undirected,moderate
ACETAMINOPHEN,PREDNISOLONE,2.076057911032532,1.7882077659593736,2.4102436707898076,796,68.21608040201005,2.076057911032532,Undirected,mild
ACETAMINOPHEN,SERTRALINE,2.3722362686721317,2.03486513642472,2.7655419583683396,794,71.03274559193954,2.3722362686721317,Undirected,mild
PANTOPRAZOLE,PREGABALIN,2.922301757797225,2.487310218664613,3.433366493468444,792,75.12626262626263,2.922301757797225,Undirected,mild
DEXAMETHASONE,PANTOPRAZOLE,2.80724876544416,2.3931898344767135,3.2929463085451025,792,74.36868686868688,2.80724876544416,Undirected,mild
HYDROCORTISONE,METHOTREXATE,2.6040243049544576,2.2257372340805013,3.0466051773604335,790,72.9113924050633,2.6040243049544576,Undirected,mild
ACETAMINOPHEN,CODEINE,2.1147561144864393,1.8190628190034424,2.4585151084599888,787,68.61499364675984,2.1147561144864393,Undirected,mild
FOLIC ACID,LEFLUNOMIDE,2.2681487576250685,1.946818029899158,2.6425165103811055,786,70.10178117048346,2.2681487576250685,Undirected,mild
ACYCLOVIR,CYCLOPHOSPHAMIDE,2.444680086496624,2.09267703973294,2.8558925299222646,783,71.64750957854406,2.444680086496624,Undirected,mild
QUETIAPINE,SERTRALINE,2.4055424294565326,2.0598731191872774,2.8092188426628684,781,71.31882202304737,2.4055424294565326,Undirected,mild
ALBUTEROL SULFATE,FUROSEMIDE,2.501040042908715,2.1381895276992053,2.9254662485246214,778,72.10796915167094,2.501040042908715,Undirected,mild
ACTEMRA,RITUXIMAB,2.469340532256846,2.1120142050400155,2.8871219945847826,778,71.8508997429306,2.469340532256846,Undirected,mild
OXYGEN,POTASSIUM CHLORIDE,3.772781401556264,3.167595053251232,4.493591909521117,774,79.58656330749353,3.772781401556264,Undirected,moderate
ACYCLOVIR,PREDNISONE,2.3182600959383213,1.9855289302640056,2.7067497181747724,771,70.55771725032426,2.3182600959383213,Undirected,mild
ELIQUIS,SPIRONOLACTONE,2.794989547158728,2.3777617189836366,3.2854286896610225,770,74.28571428571429,2.794989547158728,Undirected,mild
ACETAMINOPHEN,DICLOFENAC,2.4767470845451345,2.116200909637033,2.898721049059073,769,71.91157347204161,2.4767470845451345,Undirected,mild
OXYGEN,PREDNISONE,3.0061111754888454,2.549256463124971,3.5448392620024625,768,75.65104166666666,3.0061111754888454,Undirected,moderate
BACTRIM,VALACYCLOVIR HYDROCHLORIDE,2.3642102238616873,2.0229916008801303,2.7629822981866785,768,70.96354166666666,2.3642102238616873,Undirected,mild
PREDNISONE,RAMIPRIL,2.3338051420517605,1.9963879067903985,2.7282505682093796,761,70.69645203679369,2.3338051420517605,Undirected,mild
ACETAMINOPHEN,ACYCLOVIR,2.0750068458229363,1.7807385537380116,2.41790317909044,758,68.20580474934037,2.0750068458229363,Undirected,mild
HYDROXYCHLOROQUINE SULFATE,PREDNISONE,2.009186371918063,1.725590911654835,2.339389857605338,757,67.50330250990753,2.009186371918063,Undirected,mild
ALBUTEROL,FUROSEMIDE,2.025665131243688,1.7390131021073576,2.35956774504117,755,67.68211920529801,2.025665131243688,Undirected,mild
ACETAMINOPHEN,OLANZAPINE,3.3635477439612815,2.833030887884789,3.993409840424978,752,77.6595744680851,3.3635477439612815,Undirected,moderate
ACETAMINOPHEN,DIAZEPAM,3.7386665947499647,3.1313693971643084,4.4637428977102145,749,79.43925233644859,3.7386665947499647,Undirected,moderate
