Source,Target,ROR,CI_LOWER,CI_UPPER,N_EXPOSED,PCT_SERIOUS,Weight,Type,severity
DAPAGLIFLOZIN,FUROSEMIDE,2.280105686186268,2.006019129237123,2.5916412582546284,1121,70.20517395182873,2.280105686186268,Undirected,mild
CHOLECALCIFEROL,FOLIC ACID,2.118139810603916,1.8660655353196085,2.4042651087796703,1113,68.64330637915543,2.118139810603916,Undirected,mild
FUROSEMIDE,LT4,2.7911247357182676,2.438550258795296,3.1946757144907103,1103,74.2520398912058,2.7911247357182676,Undirected,mild
ASPIRIN,CHOLECALCIFEROL,2.0963433098956714,1.8441019307941715,2.3830869647491553,1083,68.42105263157895,2.0963433098956714,Undirected,mild
BISOPROLOL,PANTOPRAZOLE,2.438221234077333,2.135650659853222,2.783658815582775,1077,71.58774373259052,2.438221234077333,Undirected,mild
ACETAMINOPHEN,LORAZEPAM,3.2436555001447447,2.812151551642606,3.7413705521929135,1066,77.01688555347091,3.2436555001447447,Undirected,moderate
ACETAMINOPHEN,ALLOPURINOL,2.910947709319677,2.5296942916213996,3.3496603105201053,1042,75.04798464491363,2.910947709319677,Undirected,mild
ACETAMINOPHEN,OXYCODONE,3.157591738060575,2.735517541430074,3.6447894898367506,1040,76.53846153846153,3.157591738060575,Undirected,moderate
ALBUTEROL SULFATE,OXYGEN,3.055800570633367,2.6489400476610765,3.5251523097807644,1031,75.94568380213384,3.055800570633367,Undirected,moderate
ACETAMINOPHEN,LT4,2.082921341524409,1.8267400233694933,2.375029429187848,1031,68.28322017458778,2.082921341524409,Undirected,mild
MEROPENEM,VANCOMYCIN,4.314901764138079,3.680300731487565,5.058928221508796,1015,81.67487684729065,4.314901764138079,Undirected,moderate
ONDANSETRON,PANTOPRAZOLE,2.429263888899188,2.116978040037305,2.787616560163096,997,71.51454363089267,2.429263888899188,Undirected,mild
ACETAMINOPHEN,BISOPROLOL,2.405486065495255,2.0968627110189,2.7595336503838883,997,71.31394182547643,2.405486065495255,Undirected,mild
AVASTIN,TECENTRIQ,2.1309614181918466,1.8635558448999057,2.43673758328724,996,68.77510040160642,2.1309614181918466,Undirected,mild
ASPIRIN,POTASSIUM CHLORIDE,2.216550738264171,1.9348491897066036,2.5392662133240744,984,69.61382113821138,2.216550738264171,Undirected,mild
CARVEDILOL,FUROSEMIDE,2.2035862843938263,1.923299424063994,2.5247199952403365,980,69.48979591836735,2.2035862843938263,Undirected,mild
ASPIRIN,ELIQUIS,2.2664782048153778,1.974742363497883,2.601313238555357,966,70.08281573498965,2.2664782048153778,Undirected,mild
LORAZEPAM,OLANZAPINE,3.646487644461219,3.1223072921286428,4.258668637366296,963,79.0238836967809,3.646487644461219,Undirected,moderate
FUROSEMIDE,OXYGEN,3.045172482287085,2.6268217723293423,3.53015021596062,962,75.88357588357589,3.045172482287085,Undirected,moderate
CHOLECALCIFEROL,PANTOPRAZOLE,2.3310503947324386,2.02822953413145,2.67908333417952,958,70.66805845511482,2.3310503947324386,Undirected,mild
OLANZAPINE,QUETIAPINE,2.672710753609312,2.311220340083995,3.0907407003000205,933,73.41907824222936,2.672710753609312,Undirected,mild
ACETAMINOPHEN,RAMIPRIL,2.210353070942051,1.9210836197809464,2.5431796137952847,923,69.5557963163597,2.210353070942051,Undirected,mild
ELIQUIS,GABAPENTIN,2.3000160109276773,1.9966290207627015,2.6495025342779424,922,70.39045553145337,2.3000160109276773,Undirected,mild
FOLIC ACID,FUROSEMIDE,2.4693236228460167,2.138700138471946,2.851058474565747,920,71.84782608695653,2.4693236228460167,Undirected,mild
