Source,Target,ROR,CI_LOWER,CI_UPPER,N_EXPOSED,PCT_SERIOUS,Weight,Type,severity
CHOLECALCIFEROL,DESOXIMETASONE,8.032422911764527,4.5180304375195055,14.280518629897164,121,89.25619834710744,8.032422911764527,Undirected,strong
CETIRIZINE HYDROCHLORIDE,KEVZARA,8.032422911764527,4.5180304375195055,14.280518629897164,121,89.25619834710744,8.032422911764527,Undirected,strong
DESOXIMETASONE,METHYLPREDNISOLONE SODIUM SUCCINATE,8.01130646704653,4.601096494890758,13.949073091644731,130,89.23076923076924,8.01130646704653,Undirected,strong
CALCIUM CARBONATE,DICLOFENAC,8.01130646704653,4.601096494890758,13.949073091644731,130,89.23076923076924,8.01130646704653,Undirected,strong
FOSAMAX,HUMIRA,7.987513354488047,5.3573588319220375,11.908922211438934,250,89.2,7.987513354488047,Undirected,strong
CELECOXIB,CHOLECALCIFEROL,7.96295377346966,4.813269496163643,13.17371338732513,157,89.171974522293,7.96295377346966,Undirected,strong
CANDESARTAN,SIMPONI,7.958029608987839,4.474893616989132,14.152344318776889,120,89.16666666666667,7.958029608987839,Undirected,strong
SULFASALAZINE,TRAMADOL HYDROCHLORIDE,7.939269368313131,4.931043065115146,12.782690653942463,175,89.14285714285714,7.939269368313131,Undirected,strong
ALENDRONATE SODIUM,CIMZIA,7.929901860022659,5.235190066897128,12.011663894919764,230,89.13043478260869,7.929901860022659,Undirected,strong
FUROSEMIDE,OXAZEPAM,7.929222819969265,4.9843869007356645,12.613903330706885,184,89.13043478260869,7.929222819969265,Undirected,strong
ERELZI,XELJANZ,7.924473349406859,5.457772656433469,11.506026692305682,285,89.12280701754386,7.924473349406859,Undirected,strong
ENBREL,QUETIAPINE FUMARATE,7.910418386837573,4.229695359030754,14.794143252235802,101,89.10891089108911,7.910418386837573,Undirected,strong
COSENTYX,TOCILIZUMAB,7.910418386837573,4.229695359030754,14.794143252235802,101,89.10891089108911,7.910418386837573,Undirected,strong
MEROPENEM,ONDANSETRON,7.910418386837573,4.229695359030754,14.794143252235802,101,89.10891089108911,7.910418386837573,Undirected,strong
ARAVA,CERTOLIZUMAB PEGOL,7.895900887876782,4.335703959643896,14.37949901826183,110,89.0909090909091,7.895900887876782,Undirected,strong
PHENYLEPHRINE HYDROCHLORIDE,SULFASALAZINE,7.895900887876782,4.335703959643896,14.37949901826183,110,89.0909090909091,7.895900887876782,Undirected,strong
CIMZIA,STELARA,7.880855065675009,4.953215887298719,12.538899571374534,183,89.07103825136612,7.880855065675009,Undirected,strong
LANSOPRAZOLE,LANTUS,7.87314286533591,4.5193786856827955,13.715685913720844,128,89.0625,7.87314286533591,Undirected,strong
FOLIC ACID,SULFAMETHOXAZOLE / TRIMETHOPRIM,7.872245491342347,5.568705824720925,11.12866274976298,329,89.05775075987842,7.872245491342347,Undirected,strong
FOSAMAX,ORENCIA,7.870382723499216,5.351651693630677,11.57454329250854,265,89.05660377358491,7.870382723499216,Undirected,strong
DICLOFENAC SODIUM,KEVZARA,7.864065413674581,4.599774433437143,13.444903815498774,137,89.05109489051095,7.864065413674581,Undirected,strong
CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,CORTISONE ACETATE,7.864065413674581,4.599774433437143,13.444903815498774,137,89.05109489051095,7.864065413674581,Undirected,strong
RAMIPRIL,VITAMIN D2,7.856138743048867,4.673920206924188,13.204957127552118,146,89.04109589041096,7.856138743048867,Undirected,strong
ASCORBIC ACID,FOSAMAX,7.849159775321555,4.742612969352595,12.990583371793909,155,89.03225806451613,7.849159775321555,Undirected,strong
FOSAMAX,PANTOPRAZOLE,7.822506157301067,4.1810874235528726,14.63533200389664,100,89.0,7.822506157301067,Undirected,strong
LORAZEPAM,SULFASALAZINE,7.822506157301067,4.1810874235528726,14.63533200389664,100,89.0,7.822506157301067,Undirected,strong
DICLOFENAC,RITUXIMAB,7.817089838659151,5.826650547244783,10.487482139213494,454,88.98678414096916,7.817089838659151,Undirected,strong
HYDROXYCHLOROQUINE,METHYLPREDNISOLONE SODIUM SUCCINATE,7.815311795582531,4.290005944387461,14.23753236101692,109,88.9908256880734,7.815311795582531,Undirected,strong
CEFEPIME,CYCLOPHOSPHAMIDE,7.815311795582531,4.290005944387461,14.23753236101692,109,88.9908256880734,7.815311795582531,Undirected,strong
CORTISONE ACETATE,FOSAMAX,7.813798487039449,5.156812791892857,11.839764067457834,227,88.98678414096916,7.813798487039449,Undirected,strong
ACETAMINOPHEN,DESOXIMETASONE,7.812662757543123,5.6013324558805,10.89699635646899,354,88.98305084745762,7.812662757543123,Undirected,strong
APIXABAN,OLANZAPINE,7.809244070050987,4.388623743065684,13.895994853052908,118,88.98305084745762,7.809244070050987,Undirected,strong
LEFLUNOMIDE,TOFACITINIB CITRATE,7.809244070050987,4.388623743065684,13.895994853052908,118,88.98305084745762,7.809244070050987,Undirected,strong
PANTOPRAZOLE SODIUM,TRIAMCINOLONE ACETONIDE,7.809244070050987,4.388623743065684,13.895994853052908,118,88.98305084745762,7.809244070050987,Undirected,strong
FENTANYL,QUETIAPINE,7.781947489739697,4.944537053984433,12.247598930271185,190,88.94736842105263,7.781947489739697,Undirected,strong
DICLOFENAC,ERELZI,7.760489995573898,5.69255862903212,10.57963718884743,406,88.91625615763546,7.760489995573898,Undirected,strong
CORTISONE ACETATE,SULFASALAZINE,7.737041260006645,5.293302680622133,11.308971179409207,270,88.88888888888889,7.737041260006645,Undirected,strong
CELECOXIB,INFLIXIMAB,7.736010764535349,4.966142615254707,12.050774048489018,198,88.88888888888889,7.736010764535349,Undirected,strong
DICLOFENAC,FOSAMAX,7.735624410003943,4.801294886087293,12.463280517521811,171,88.88888888888889,7.735624410003943,Undirected,strong
ADALIMUMAB,CETIRIZINE,7.735624410003943,4.801294886087293,12.463280517521811,171,88.88888888888889,7.735624410003943,Undirected,strong
ALLOPURINOL,POLYETHYLENE GLYCOL,7.735238099789943,4.599947156029165,13.007520832498576,144,88.88888888888889,7.735238099789943,Undirected,strong
SULFASALAZINE,ZOPICLONE,7.73472308842962,4.244309473169639,14.095565281673103,108,88.88888888888889,7.73472308842962,Undirected,strong
CANDESARTAN,RITUXIMAB,7.711783065806093,5.478819684029072,10.85481937421944,332,88.85542168674698,7.711783065806093,Undirected,strong
DESOXIMETASONE,DICLOFENAC,7.697696779066321,5.078438669745532,11.667864782034888,224,88.83928571428571,7.697696779066321,Undirected,strong
RAMIPRIL,TRAMADOL HYDROCHLORIDE,7.684713778778217,4.768859337849258,12.383427918085196,170,88.8235294117647,7.684713778778217,Undirected,strong
APIXABAN,POTASSIUM CHLORIDE,7.6747882115375425,4.5629619148958325,12.908802481929172,143,88.81118881118881,7.6747882115375425,Undirected,strong
RAMIPRIL,TOPIRAMATE,7.660459953252509,4.302359083491354,13.639644101432047,116,88.79310344827587,7.660459953252509,Undirected,strong
CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,PREDNISONE,7.655645634807771,5.006919421505241,11.705582844816693,214,88.78504672897196,7.655645634807771,Undirected,strong
ARAVA,CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,7.6215750423021715,4.6013088467337955,12.624322352688186,151,88.74172185430463,7.6215750423021715,Undirected,strong
PHTHALYLSULFATHIAZOLE,TOCILIZUMAB,7.606154498103006,4.4444985174786185,13.01689853680796,133,88.7218045112782,7.606154498103006,Undirected,strong
FLUCONAZOLE,MYCOPHENOLIC ACID,7.586068428148789,4.259228784869016,13.511468179637978,115,88.69565217391305,7.586068428148789,Undirected,strong
AZATHIOPRINE,COSENTYX,7.586068428148789,4.259228784869016,13.511468179637978,115,88.69565217391305,7.586068428148789,Undirected,strong
PHENYLEPHRINE HYDROCHLORIDE,PREDNISONE,7.586068428148789,4.259228784869016,13.511468179637978,115,88.69565217391305,7.586068428148789,Undirected,strong
CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,DESOXIMETASONE,7.574285172598933,4.637433519680922,12.371022815179758,159,88.67924528301887,7.574285172598933,Undirected,strong
CEFTAZIDIME,CIPROFLOXACIN,7.573546829536775,4.152921321726559,13.81162972655112,106,88.67924528301887,7.573546829536775,Undirected,strong
ATORVASTATIN,LOVENOX,7.573546829536775,4.152921321726559,13.81162972655112,106,88.67924528301887,7.573546829536775,Undirected,strong
GOLIMUMAB,PREDNISONE,7.564679538885292,4.565984747846733,12.532756828199256,150,88.66666666666667,7.564679538885292,Undirected,strong
LEFLUNOMIDE,PHTHALYLSULFATHIAZOLE,7.557475235814816,5.062721475880626,11.28156708048399,238,88.65546218487394,7.557475235814816,Undirected,strong
LEFLUNOMIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,7.527739638813578,4.315103698969401,13.132213736439116,123,88.6178861788618,7.527739638813578,Undirected,strong
ALENDRONIC ACID,PANTOPRAZOLE,7.527739638813578,4.315103698969401,13.132213736439116,123,88.6178861788618,7.527739638813578,Undirected,strong
DICLOFENAC DIETHYLAMMONIUM,FOSAMAX,7.511677258572018,4.216099883030905,13.38329185796816,114,88.59649122807018,7.511677258572018,Undirected,strong
ARAVA,COSENTYX,7.503345559999268,5.096822361185642,11.046136318485305,254,88.58267716535433,7.503345559999268,Undirected,strong
MEROPENEM,PREDNISONE,7.494883715371561,5.056221264288801,11.109735703950255,245,88.57142857142857,7.494883715371561,Undirected,strong
ACETAMINOPHEN / CODEINE,METHOTREXATE,7.492959277791319,4.107229724951137,13.669661182466962,105,88.57142857142857,7.492959277791319,Undirected,strong
INFLIXIMAB,VITAMIN D2,7.492959277791319,4.107229724951137,13.669661182466962,105,88.57142857142857,7.492959277791319,Undirected,strong
HYDROCORTISONE,NAPROXEN,7.481073687229258,4.639123386050209,12.06401702572613,166,88.55421686746988,7.481073687229258,Undirected,strong
COCAINE,METHADONE,7.472175974077188,4.792610903561405,11.64989499691836,192,88.54166666666666,7.472175974077188,Undirected,strong
ENBREL,FOSAMAX,7.469979502209227,5.073657736008856,10.998099727420913,253,88.53754940711462,7.469979502209227,Undirected,strong
ACETAMINOPHEN,LAMICTAL,7.46681281518585,4.569807060552266,12.200360513751276,157,88.53503184713377,7.46681281518585,Undirected,strong
CORTISONE ACETATE,RITUXIMAB,7.465498358007046,4.921700239567153,11.324067501174648,218,88.53211009174312,7.465498358007046,Undirected,strong
OTEZLA,SULFASALAZINE,7.450889347843445,4.495338959077908,12.349625374010596,148,88.51351351351352,7.450889347843445,Undirected,strong
DESOXIMETASONE,MYCOPHENOLATE MOFETIL,7.4372864445196445,4.17297241148571,13.255115108259824,113,88.49557522123894,7.4372864445196445,Undirected,strong
MIDODRINE HYDROCHLORIDE,OXYGEN,7.428204244646176,4.763690624420464,11.583081826791018,191,88.48167539267016,7.428204244646176,Undirected,strong
ACETAMINOPHEN,CHLORHEXIDINE GLUCONATE,7.428204244646176,4.763690624420464,11.583081826791018,191,88.48167539267016,7.428204244646176,Undirected,strong
LEFLUNOMIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,7.426799268633707,4.895578480925806,11.26676808297174,217,88.47926267281106,7.426799268633707,Undirected,strong
ALENDRONIC ACID,PREDNISONE,7.414839976350636,5.158756657799177,10.657578079742756,286,88.46153846153845,7.414839976350636,Undirected,strong
ERELZI,TOCILIZUMAB,7.41307702173184,4.5359949211122474,12.115029202160937,156,88.46153846153845,7.41307702173184,Undirected,strong
CALCIUM CARBONATE,HUMIRA,7.4127245470824015,4.328052267405224,12.69589224343194,130,88.46153846153845,7.4127245470824015,Undirected,strong
HYDROXYCHLOROQUINE SULFATE,PREGABALIN,7.412372111176159,4.061539839277829,13.527692079541788,104,88.46153846153845,7.412372111176159,Undirected,strong
MAGNESIUM,POLYETHYLENE GLYCOL,7.412372111176159,4.061539839277829,13.527692079541788,104,88.46153846153845,7.412372111176159,Undirected,strong
CALCIUM CARBONATE,MIRTAZAPINE,7.412372111176159,4.061539839277829,13.527692079541788,104,88.46153846153845,7.412372111176159,Undirected,strong
FOSAMAX,SULFASALAZINE,7.391214811390109,4.98471271725775,10.95951953238466,242,88.42975206611571,7.391214811390109,Undirected,strong
ERELZI,INFLIXIMAB,7.367517973512482,5.152770803801303,10.534200560596595,293,88.39590443686008,7.367517973512482,Undirected,strong
CARBOPLATIN,SIMVASTATIN,7.362895985989121,4.129846405012917,13.126937901295916,112,88.39285714285714,7.362895985989121,Undirected,strong
DICLOFENAC SODIUM,METHYLPREDNISOLONE SODIUM SUCCINATE,7.359341485110394,4.502183523904848,12.029697769293229,155,88.38709677419355,7.359341485110394,Undirected,strong
ALPRAZOLAM,PERPRAZOLE,7.348825026587164,4.610371098005888,11.713857328047318,172,88.37209302325581,7.348825026587164,Undirected,strong
NAPROXEN,OXYCODONE HYDROCHLORIDE,7.348248513046242,4.28923899585756,12.58888960527381,129,88.37209302325581,7.348248513046242,Undirected,strong
HUMIRA,MYCOPHENOLATE MOFETIL,7.331785329688535,4.015851710820538,13.38572238008573,103,88.3495145631068,7.331785329688535,Undirected,strong
ACTEMRA,CHOLECALCIFEROL,7.328346173540331,4.541828232123127,11.82445810244532,163,88.34355828220859,7.328346173540331,Undirected,strong
ADALIMUMAB,PHTHALYLSULFATHIAZOLE,7.328346173540331,4.541828232123127,11.82445810244532,163,88.34355828220859,7.328346173540331,Undirected,strong
(-)-ARTERENOL,DOBUTAMINE,7.320501664694113,4.192553080667692,12.782126687887937,120,88.33333333333333,7.320501664694113,Undirected,strong
CYCLOPHOSPHAMIDE,VALACICLOVIR,7.320501664694113,4.192553080667692,12.782126687887937,120,88.33333333333333,7.320501664694113,Undirected,strong
COSENTYX,VOLTARENE,7.310703110435519,4.817215530519188,11.09486997837758,214,88.3177570093458,7.310703110435519,Undirected,strong
PHTHALYLSULFATHIAZOLE,SULFASALAZINE,7.310590991350763,5.112131562465895,10.45449241471384,291,88.31615120274914,7.310590991350763,Undirected,strong
HYDROXYCHLOROQUINE,KEVZARA,7.305606205319672,4.468372880943357,11.944366204267514,154,88.31168831168831,7.305606205319672,Undirected,strong
CYCLOPHOSPHAMIDE,EPCORITAMAB,7.305606205319672,4.468372880943357,11.944366204267514,154,88.31168831168831,7.305606205319672,Undirected,strong
DARATUMUMAB/HYALURONIDASE-FIHJ,DEXAMETHASONE,7.305606205319672,4.468372880943357,11.944366204267514,154,88.31168831168831,7.305606205319672,Undirected,strong
ACTEMRA,RAMIPRIL,7.300460046458718,4.579206889942557,11.63885322739995,171,88.30409356725146,7.300460046458718,Undirected,strong
NAPROXEN,OXYCODONE,7.296290317429314,4.676932769862221,11.382642217835652,188,88.29787234042553,7.296290317429314,Undirected,strong
KARDEGIC,PERPRAZOLE,7.292852914792491,4.764011685198109,11.1640581827384,205,88.29268292682927,7.292852914792491,Undirected,strong
ERELZI,ORENCIA,7.291452494929484,5.220822753871893,10.183314391660716,333,88.28828828828829,7.291452494929484,Undirected,strong
CELECOXIB,TRIAMCINOLONE ACETONIDE,7.2885058829779,4.086721899723675,12.99876020675528,111,88.28828828828829,7.2885058829779,Undirected,strong
ASCORBIC ACID,LANSOPRAZOLE,7.283772787158422,4.250426833673033,12.48188666480425,128,88.28125,7.283772787158422,Undirected,strong
ACTEMRA,SULFAMETHOXAZOLE / TRIMETHOPRIM,7.280206100731212,4.389376507474055,12.074926992222084,145,88.27586206896552,7.280206100731212,Undirected,strong
ALENDRONIC ACID,NAPROXEN,7.277437488962869,4.50939786306315,11.744604937073952,162,88.27160493827161,7.277437488962869,Undirected,strong
HUMIRA,RAMIPRIL,7.277437488962869,4.50939786306315,11.744604937073952,162,88.27160493827161,7.277437488962869,Undirected,strong
CETIRIZINE HYDROCHLORIDE,ERELZI,7.268214765942685,5.0546126678731635,10.451235209303452,281,88.25622775800713,7.268214765942685,Undirected,strong
IBUPROFEN,QUETIAPINE FUMARATE,7.251871182357833,4.43456300457527,11.85903449590269,153,88.23529411764706,7.251871182357833,Undirected,strong
CETIRIZINE,HUMIRA,7.223312228872814,4.354057410645556,11.983360492264984,144,88.19444444444444,7.223312228872814,Undirected,strong
CALCIUM CARBONATE,CETIRIZINE HYDROCHLORIDE,7.1981364162230355,4.400753907493973,11.773702632706724,152,88.1578947368421,7.1981364162230355,Undirected,strong
HYDROCORTISONE ACETATE,METHOTREXATE,7.182344665989163,4.110859108819575,12.548733375558529,118,88.13559322033898,7.182344665989163,Undirected,strong
BACTRIM,CELLCEPT,7.17192547642777,4.683050045365265,10.983550152392567,202,88.11881188118812,7.17192547642777,Undirected,strong
ADALIMUMAB,ORENCIA,7.169692159790478,4.865189388559382,10.565772791299764,244,88.11475409836066,7.169692159790478,Undirected,strong
LEFLUNOMIDE,RAMIPRIL,7.169692159790478,4.865189388559382,10.565772791299764,244,88.11475409836066,7.169692159790478,Undirected,strong
DICLOFENAC SODIUM,XELJANZ,7.156455248407491,4.887749917188364,10.478206248309869,252,88.09523809523809,7.156455248407491,Undirected,strong
LEFLUNOMIDE,SULFAMETHOXAZOLE / TRIMETHOPRIM,7.144401906913437,4.366945602750973,11.688370602865758,151,88.0794701986755,7.144401906913437,Undirected,strong
ADALIMUMAB,TRIAMCINOLONE ACETONIDE,7.139726743503169,4.000477544188981,12.742403227819818,109,88.07339449541286,7.139726743503169,Undirected,strong
ALENDRONIC ACID,PSEUDOEPHEDRINE HYDROCHLORIDE,7.139726743503169,4.000477544188981,12.742403227819818,109,88.07339449541286,7.139726743503169,Undirected,strong
PREGABALIN,TRIAMCINOLONE ACETONIDE,7.139726743503169,4.000477544188981,12.742403227819818,109,88.07339449541286,7.139726743503169,Undirected,strong
OXYCODONE,PANTOPRAZOLE SODIUM,7.136327697022052,4.842027758712424,10.517736687413466,243,88.06584362139918,7.136327697022052,Undirected,strong
DESOXIMETASONE,DICLOFENAC DIETHYLAMMONIUM,7.1247128951626015,4.4121109485920025,11.505044734810069,159,88.0503144654088,7.1247128951626015,Undirected,strong
PSEUDOEPHEDRINE HYDROCHLORIDE,SULFASALAZINE,7.111350840280894,4.969901393621059,10.175515924415077,284,88.02816901408451,7.111350840280894,Undirected,strong
INFLIXIMAB,METHYLPREDNISOLONE SODIUM SUCCINATE,7.109525300912838,4.28342189076391,11.80022684977815,142,88.02816901408451,7.109525300912838,Undirected,strong
ALENDRONATE SODIUM,CORTISONE ACETATE,7.1052212817347,4.596048398123063,10.984255405803044,192,88.02083333333334,7.1052212817347,Undirected,strong
FOLIC ACID,OXYCODONE HYDROCHLORIDE,7.101293028606975,5.059833304676945,9.9664079114088,317,88.01261829652996,7.101293028606975,Undirected,strong
ALENDRONATE SODIUM,CALCIUM CARBONATE,7.090987884161462,4.494556161684379,11.187335826832996,175,88.0,7.090987884161462,Undirected,strong
PHENOBARBITAL,PROPOFOL,7.0903474583629045,4.133997239089646,12.160875823754544,125,88.0,7.0903474583629045,Undirected,strong
CELECOXIB,HUMIRA,7.063161671621654,4.568132576542213,10.920929277675963,191,87.95811518324608,7.063161671621654,Undirected,strong
CIMZIA,DICLOFENAC SODIUM,7.062945359568251,4.908821202985435,10.162357741183897,274,87.95620437956204,7.062945359568251,Undirected,strong
